StudyHours,AttendancePercent,PreviousScore,SleepHours,AssignmentsCompleted,InternetAccess,ParentalEducationLevel,FamilyIncomeLevel,ExtracurricularParticipation,ScreenTimeHours,MotivationLevel,TeacherSupportRating,PeerStudyHours,HealthRating,FinalScore
0.243159664,59.73112559,97.19039619,5.744159537,0,1,1,3,1,3.527697484,1,2,3.844338812,1,65.18423278
6.454722959,68.38796754,73.14103401,5.874124622,0,0,1,4,0,6.965499447,2,3,3.593895903,3,87.32276844
1.771106794,70.70648763,68.98149102,7.106653121,10,0,2,3,0,4.87641768,2,1,0.229168422,1,75.36268917
9.404585844,91.37689478,59.10425725,7.593590566,1,0,2,5,1,6.025074958,3,3,1.016420427,4,102.8016385
9.53928577,86.68071903,60.02610334,4.553017994,5,0,2,4,1,7.279269614,3,5,2.802276734,4,127.121343
9.148643902,88.46524468,67.86335027,4.177951154,5,0,3,2,1,7.312191732,2,4,1.613139221,4,108.8785528
3.701587003,50.55156322,78.75008649,8.971651513,2,1,4,5,1,3.29956338,3,1,4.116248013,5,80.56006769
0.154566165,70.80769991,79.15022673,5.163641745,3,0,1,3,0,7.667158842,3,3,3.924946538,5,74.65152645
9.283185626,74.06720758,42.01857354,4.269152625,1,0,5,4,0,1.174131174,3,1,4.45790279,1,107.4169137
4.281841483,50.95961384,65.00789265,4.949376645,1,1,3,5,0,3.637848927,4,5,2.814656158,5,86.63403421
9.66654819,62.99066044,58.83706665,4.194789232,6,0,1,2,0,7.270592003,2,4,1.760382399,5,105.3812416
9.636199771,88.01449116,90.93688764,5.959054473,0,1,4,4,0,2.922458159,5,1,3.030323481,3,128.0281289
8.530094555,56.85548529,74.19932449,8.012008922,6,1,3,5,1,2.911570152,2,5,0.445683399,5,108.0676662
2.944488921,76.76550657,67.27528465,5.706222249,0,1,1,5,1,3.118355996,1,5,0.047930089,2,71.6308985
3.850977286,60.7600936,38.07762495,6.220917034,5,1,3,5,0,5.286193694,3,5,0.085467601,2,72.4115363
8.511366715,50.60603873,72.39465225,7.377933868,2,0,1,1,0,4.068329429,3,3,2.03771469,2,101.6320686
3.169220052,62.06007288,38.2042734,6.54447035,7,0,1,3,0,6.087143854,5,2,1.140387971,1,71.38564831
1.694927467,98.79368775,53.60446029,8.30722843,5,1,4,4,1,7.264374498,1,1,0.786688529,4,56.35859334
5.568012625,90.07685559,39.99893754,8.330178375,10,1,5,4,1,5.719395625,4,2,3.076630078,3,109.1578128
9.361547742,97.97883222,78.44515529,4.049553477,1,0,4,4,1,2.431267041,2,5,4.975475213,1,134.5446107
6.960297967,74.3927022,44.43764797,7.890231532,7,1,1,5,0,7.528773317,4,2,0.888766018,4,99.30762026
5.700611701,55.48680993,57.43015612,6.303668001,4,1,3,3,0,2.851450113,1,5,2.732107121,3,90.83424574
0.971764938,77.39797445,92.69723443,8.944202707,7,1,4,2,0,2.049260067,5,5,0.59863757,3,102.8329899
6.150072267,72.71886673,44.30214684,6.416160379,7,0,5,4,0,1.629770952,1,4,4.671182205,3,96.38057002
9.900538501,92.21785414,65.54635448,8.934479727,5,1,1,3,0,4.943686185,5,4,1.458775843,2,128.2250935
1.400840152,54.90412904,59.34901628,7.772846806,1,0,4,3,1,1.796337237,4,2,4.3916991,2,76.38486613
5.183296524,74.41205685,31.26868287,5.243024423,7,0,4,1,0,1.971431189,4,1,1.415382196,2,96.32803606
8.773730719,57.50243323,85.49306795,6.691974896,10,0,4,4,1,3.100213364,1,2,4.030262401,3,122.7879173
7.407686178,66.23379634,34.83321344,8.960678197,5,1,4,5,1,2.971571068,1,1,1.046906667,3,82.97367944
6.97015741,86.86785387,63.19785147,8.287653039,5,1,3,3,1,5.229676572,3,2,1.463947151,2,107.2032974
7.02484084,73.80090647,69.24748065,4.486834469,7,0,5,3,1,6.717216956,5,3,0.962376827,3,111.798541
3.594911512,68.79441426,73.98985196,7.531859984,0,0,5,2,1,6.329447593,3,3,1.321299389,2,76.54177309
2.935918443,69.72381393,78.20421405,5.727897929,1,0,1,1,0,2.837391183,2,1,4.174328777,2,78.58483209
8.093611555,72.97233842,47.72906685,4.034911309,8,1,2,3,0,2.717173486,2,4,3.195162488,2,107.47919
8.101133947,89.25082719,30.69851437,6.017404845,10,1,3,3,0,7.760540711,1,1,2.029398344,4,94.09854819
8.670723186,94.60423445,80.64105636,5.173772109,7,0,1,5,1,1.057653691,4,2,4.857605135,3,139.0229048
9.132405526,97.76673433,67.49596195,8.094346353,6,0,1,5,1,7.158043731,2,5,2.324307636,1,110.1393252
5.113423989,89.34516931,88.52823922,5.686653044,6,1,4,2,1,2.398099634,2,3,4.848799856,2,115.8955831
5.015162947,65.77034479,87.4971854,8.13761847,4,0,2,2,1,7.630990262,3,5,0.982934615,1,108.4465383
7.98295179,84.4067353,89.03283175,4.002989694,1,1,2,2,1,3.396150994,3,3,4.523192136,4,117.3936286
6.499639308,71.8801562,63.9566262,5.53909575,10,1,3,5,1,4.082462417,2,2,0.06911102,3,103.7904977
7.019668773,62.7335311,53.35398771,5.205826072,5,0,2,5,0,5.949844298,1,3,2.726516012,2,85.22257599
7.957926694,92.04357897,85.40907418,5.167836805,9,0,1,1,1,5.11368336,3,1,2.115261971,2,120.5992083
8.900053418,51.92131745,61.59058791,4.340933099,2,1,2,4,1,3.225575308,2,5,2.625439227,2,102.2622348
3.379951569,95.08809961,42.84095375,4.935621352,3,1,2,4,0,4.876816411,4,5,2.76722416,1,90.54714692
3.755829526,73.07387323,89.84818137,6.777747849,9,1,5,1,1,6.114948191,3,2,1.94515677,4,100.2171279
0.939819398,81.86007384,91.77919137,5.456805364,10,1,1,4,0,1.296344621,2,5,4.990989234,3,105.6403763
5.78280141,82.96769611,62.64168293,6.086973912,1,1,2,5,0,1.078395137,5,2,4.882535952,4,108.0451789
0.359422738,94.75588704,35.29898091,5.884334402,1,0,2,4,0,4.206468574,3,4,4.808726884,2,65.24734522
4.655980181,81.83348411,57.14782629,8.379524625,7,1,4,5,1,1.922856325,5,1,4.895425237,4,107.5442992
5.426446347,80.69667924,86.24763616,8.526494995,7,1,2,1,0,5.65041004,3,3,3.965061994,1,118.2637401
2.865412521,53.33260203,93.124182,6.464784858,9,1,2,2,0,2.498367194,3,3,4.942952395,5,109.566565
5.908332606,75.9204011,44.24309197,5.650779752,5,0,5,1,1,4.029957748,5,3,4.461801126,5,109.1414854
0.305002499,57.50845004,34.68815284,4.53400352,4,0,1,4,0,2.383696558,1,4,2.079663185,3,45.13260053
0.373481887,86.87168844,91.41453172,8.767014397,7,1,3,5,1,4.8393851,2,1,3.923885542,3,89.40775648
8.226005607,75.61109604,57.25834573,4.301134725,3,1,1,4,1,1.812374216,1,5,4.560339226,4,118.0677573
3.601906414,84.01138896,67.9232675,5.488251388,10,0,4,4,0,1.16174797,1,5,3.563030368,3,98.82089932
1.270605127,52.08364503,97.76460684,5.490331006,3,0,1,2,1,1.357921467,2,1,2.113911703,1,76.11747525
5.222432601,54.2396008,34.65953095,5.602006431,4,0,2,4,1,7.679809091,4,1,0.32895121,2,64.50523209
7.699935531,85.8161694,75.38226052,4.821434216,0,0,4,2,0,1.99600353,1,3,4.048484685,2,106.3544781
2.158210275,53.6042168,35.18737958,7.915807155,0,1,1,5,0,5.959347772,1,5,4.763714366,4,57.88870955
6.228904758,53.56283639,56.28282499,4.61248931,1,0,4,5,0,1.47548343,1,1,1.812316301,2,70.25307648
0.85347465,50.60542376,86.26701816,7.174533296,7,1,3,2,0,1.757122466,4,5,0.759530255,4,89.6843579
0.516817212,97.82506991,60.34305629,4.619230134,6,1,1,1,1,4.56213376,3,1,1.632519197,3,71.85133043
5.313546316,86.87541797,99.80276477,4.352678188,9,0,2,5,0,4.254096511,5,2,2.913111791,3,133.4281939
5.406351216,67.66257043,69.13414995,8.547147518,8,0,4,1,0,7.661062166,5,3,1.584645016,1,104.9742336
6.374299015,64.82677906,52.48135068,4.950643832,4,0,5,5,0,7.613848171,4,1,3.053093651,2,86.68220425
7.260913337,67.48516149,45.40779281,8.106250773,1,0,4,5,1,6.457260498,1,4,4.834261161,1,81.68814841
9.758520795,88.73267656,54.5364374,6.723154356,6,1,5,3,1,5.214712811,5,1,3.353672467,5,136.7250309
5.163003483,83.06853055,56.07732916,4.389282598,7,1,2,4,1,4.184722222,4,2,1.813296831,1,101.008813
3.229564729,59.25977839,34.80995744,8.777240957,6,1,3,4,1,3.49324974,2,4,4.678764857,4,68.52824046
7.951861948,58.70546677,55.87019396,5.234805835,6,0,5,1,1,7.629612829,5,4,2.828176344,4,103.4631622
2.708322513,54.91978249,62.49669638,8.298226727,4,1,3,4,0,5.22036168,2,1,0.641861993,1,66.21155278
4.389714207,83.01513599,80.59164266,4.844050029,1,0,4,1,1,5.053507694,1,2,2.494905026,3,80.60173352
0.784563813,88.21863311,75.97106393,8.269714411,5,1,2,5,1,2.623307852,5,4,3.268182225,5,91.70910563
0.253507434,63.25232142,79.61359587,4.066144065,3,0,5,3,1,1.326884725,4,3,4.191271829,1,85.31488168
9.626484147,51.04724805,30.58545773,6.558902283,9,1,4,3,0,7.616320058,3,3,4.682383934,3,108.7669222
8.359801205,54.10858337,45.23671797,7.847212897,1,1,1,5,0,3.196146812,5,5,1.587080669,1,97.85663369
6.959742061,98.39300174,76.31790019,8.673977587,8,0,4,2,1,4.098123163,5,5,0.77756182,2,136.7172049
4.089529444,64.77223887,63.87925577,8.546010681,6,1,3,2,0,1.802479605,5,2,0.369143211,4,90.727939
1.732943201,88.46115739,30.3719433,8.098124348,5,1,2,4,1,6.858470309,5,4,3.691773014,2,84.06950036
1.564370427,81.23317844,86.31462497,8.440956748,4,0,2,1,0,1.19342283,4,3,3.975791264,2,99.57893732
2.502428982,69.09698198,84.09667013,4.996098429,2,0,4,3,0,6.837935335,4,3,2.046865635,5,83.14421159
5.492266647,60.28436311,68.38934141,5.420921479,9,0,1,4,1,1.98199509,3,2,1.979627036,3,101.97481
7.145959227,56.06932091,34.6524328,5.444842625,9,0,3,5,0,7.205948788,4,4,4.771185158,4,97.71616156
6.601973767,80.7506484,83.65605347,5.885269655,3,0,4,3,1,6.108408461,4,2,4.583406625,2,98.77749015
2.799338969,88.73168903,70.85995114,5.966603352,2,1,4,1,1,2.152691838,1,1,1.16632951,4,75.00991001
9.548652807,82.19521268,84.7371984,6.722776623,10,0,2,1,1,4.96072595,1,3,3.904038239,3,133.6591981
7.378969167,76.51510666,82.62228947,4.799398817,7,1,3,2,0,3.1885942,2,2,3.113501981,1,107.6551477
5.543540525,52.09756117,86.21014504,7.456233319,2,1,1,4,0,2.247631692,3,2,0.771113696,2,96.73317164
6.117207462,98.42443888,66.26056465,4.837832697,6,0,2,5,1,7.014275396,1,1,1.783855235,3,94.97010716
4.196000624,89.93570958,39.82271627,5.551542411,6,1,4,3,1,3.824659366,3,5,0.887364707,4,96.55742098
2.477309895,64.64110184,76.98102314,6.516725653,6,1,2,1,0,3.789806001,3,3,1.475780194,3,82.68194848
3.559726787,98.99851647,73.43316495,7.982202808,6,0,2,3,1,2.189206724,5,2,3.076505879,1,115.3845075
7.578461105,80.09407948,81.9577231,7.697346166,1,1,5,5,0,3.681459733,3,3,1.876327355,3,106.7507655
0.143934886,79.12113291,41.89167042,7.227671782,9,0,2,3,0,7.101317924,5,5,1.970297599,4,76.26472614
1.160726405,87.40365897,43.64826399,4.778866303,2,0,2,4,0,3.541900973,2,2,2.698236463,2,63.29661476
0.46002642,90.5884894,92.32866621,6.735226728,9,0,3,2,1,7.661224937,2,1,0.436120694,2,81.3621802
0.407288023,82.82393037,82.49844589,4.437232509,8,1,2,3,1,7.624162294,2,3,3.693986449,5,83.50951763
8.55460584,56.40478732,93.57599421,5.886815884,2,1,1,2,0,2.014290615,5,1,2.008547667,4,108.4935065
7.036578594,66.9133753,83.11007248,6.067582651,1,1,4,5,1,2.241178775,5,5,2.401985441,5,115.0452058
4.741738291,96.40418202,71.80087142,4.199057197,8,1,3,2,1,7.038718492,2,5,4.871498644,5,109.6973554
0.978341607,61.23078059,75.78929159,5.369940497,9,0,2,3,0,3.749326432,5,3,1.721834442,1,79.60301653
4.916158751,68.60835119,92.23895468,8.778247336,8,1,1,3,0,1.030617876,4,5,3.24109468,4,126.5869481
4.734717708,71.60384415,70.51647282,8.768163039,3,0,4,1,1,2.917102738,4,4,1.962521586,2,93.37269217
1.732018699,71.97024948,74.2673927,5.761635271,8,1,3,3,0,5.183402952,5,3,4.471413593,4,100.6017875
4.338516492,80.64697912,40.95337012,4.215500545,2,1,1,2,1,6.594861762,5,4,4.233781335,1,86.15616191
3.985047344,97.15379189,63.17448541,4.895474697,6,1,2,1,0,1.93372032,1,5,1.208121359,4,95.38136062
6.158500981,62.03463559,80.14779784,5.961088967,6,1,5,3,0,1.773789551,1,3,3.458728563,4,110.0128835
6.350936509,56.07506882,48.96598888,8.73889849,10,1,5,3,1,7.454648575,3,4,0.325859979,5,102.7797511
0.453040098,59.87352449,44.15779264,4.705995318,7,0,3,5,1,6.258038575,3,5,4.815926948,4,68.91974112
3.746126146,94.34624501,51.96787658,7.817579218,9,1,1,1,1,5.128457205,3,2,1.74495054,5,100.6208253
6.258599157,82.29054063,46.90504396,4.543412697,3,1,4,5,1,6.38430753,2,2,4.159213863,5,86.52390204
5.031362586,64.29533946,45.04388459,8.906287887,2,1,1,5,1,4.001980529,4,1,1.59215683,3,81.65984234
8.564898412,90.79734695,59.739559,5.908082496,2,1,5,5,0,6.309190231,2,2,3.163853706,1,101.4041289
6.586936316,93.06849982,93.54869597,7.876172694,4,0,3,4,0,3.602620939,5,4,4.91795396,5,140.3771683
1.629344271,92.32571693,65.49417527,5.712955414,10,1,2,5,1,2.708662007,1,2,4.383749316,4,96.94127395
0.705687474,95.94632668,43.15442666,7.138344386,0,0,1,2,0,6.103093949,5,3,0.80182955,5,64.97393315
6.424192782,62.61205101,35.38801686,4.960080424,9,1,5,3,1,3.937706045,5,3,2.737442166,5,89.59003414
0.265113105,87.75209644,78.73093016,4.730105096,2,0,4,4,0,7.86963973,1,3,1.742658911,5,65.1971785
5.857755813,73.02697486,56.79591351,8.690320698,5,0,3,5,0,3.446396276,5,2,2.171694258,2,94.82851907
9.402302414,92.09992764,87.52816626,8.58823639,2,0,2,3,1,7.452091944,3,2,1.675915646,2,119.7547575
5.754741779,86.42453386,76.1657538,8.437344701,4,0,1,1,1,7.53073784,1,1,1.679796241,2,95.77845412
3.881699262,88.82237232,85.73690154,7.127167251,8,0,4,1,1,2.692970629,5,5,2.712766219,2,124.8246468
6.432882184,82.80809188,49.03622276,8.041341056,1,1,2,3,0,6.587548271,3,1,0.959820046,3,85.47329728
4.582528905,58.87143847,78.46512457,4.345184685,10,0,5,2,1,4.031521536,3,4,2.686977126,5,105.078192
5.456167893,77.25134594,48.48433893,5.673945209,1,1,5,3,1,7.422673091,4,3,1.394827186,3,73.18520641
9.414648088,99.23348698,95.73479356,5.568515624,5,0,4,3,1,4.150869908,3,2,1.444914521,4,130.2210351
3.861026378,96.86940332,74.54619971,7.17822661,5,0,5,4,1,6.210126021,2,5,3.693740145,1,98.76117171
9.611905638,52.15868679,52.71582601,5.779788867,10,1,3,1,1,4.268771864,1,5,0.147968018,3,111.5419558
9.05350642,58.24074079,48.86583036,4.742533908,10,0,4,1,1,2.59460529,1,2,1.904728813,2,114.5969116
1.957911348,56.58643867,43.36486096,6.982335377,7,0,5,5,0,2.395450903,1,1,2.037671901,2,66.22765357
0.693613009,86.2989955,78.62486712,8.071919603,10,0,1,3,0,3.97801836,5,5,2.425550699,4,114.5776352
1.007780014,90.88926649,45.31009291,5.910617472,1,0,5,3,0,6.288462599,5,1,3.345055124,5,60.00816933
0.182218257,60.67556832,71.67122861,4.661343575,8,1,3,2,0,5.235500396,2,2,1.848433914,1,74.52149262
0.944429608,75.29263465,48.52445188,4.983440987,1,0,2,1,1,5.820405029,3,1,1.065685522,3,56.96442031
6.830067734,92.0351514,76.33782614,5.187416526,0,0,2,2,1,2.976284455,5,3,4.424364203,5,114.8853234
0.711886485,86.64007724,87.045781,5.499487965,9,1,5,4,0,4.370047422,3,2,4.905193133,5,91.36765637
3.189756303,77.11186027,84.46176702,7.213975353,1,1,2,5,0,1.310766855,3,2,0.100073466,3,82.97361047
8.44875311,79.51738452,83.25959317,7.004727423,6,0,5,2,0,6.722726912,5,5,2.732334255,3,127.0994482
0.232719357,75.41802735,43.1405684,7.480399308,7,0,3,1,1,7.929245136,5,5,1.708511896,3,79.2674712
8.144684826,64.87742257,36.18694629,5.812509923,4,1,2,4,1,3.848153438,2,5,1.384947877,3,99.10787336
2.818547748,78.25109964,78.92641799,8.119988259,5,0,1,3,1,1.076745572,4,3,1.678531954,2,102.3695968
1.181648276,84.4442651,55.78430497,5.020438306,0,1,5,4,0,2.188548477,1,3,3.194388782,5,64.5023716
6.967371654,93.66614579,60.26423585,6.345203738,5,0,2,2,0,5.567688144,5,4,0.953580051,5,111.9772541
6.289428468,81.8145677,32.1804365,8.004693608,7,1,3,1,0,5.284555227,5,2,4.564303558,2,102.4699887
8.774720135,88.05607685,48.17035145,4.900793239,2,1,3,2,0,6.515053037,3,5,2.330572625,5,106.7941705
7.350710438,58.00358175,32.35734827,4.549315569,10,1,1,3,0,2.777188077,4,2,1.627884166,3,100.8934617
8.034809304,73.07787372,91.54300408,8.418419838,0,0,3,3,1,6.345423409,5,1,3.827656658,1,113.7714045
2.820345726,50.46658099,47.03776783,5.714648314,10,0,3,1,1,5.815888151,4,3,0.081733326,5,72.12616111
1.774395438,62.33394323,69.01360187,7.419350625,3,0,2,5,1,3.259701484,1,4,2.159264329,1,71.8619928
7.506147516,86.32308576,32.72855245,4.126743021,0,0,5,4,1,4.818417036,3,1,1.776518005,1,82.40223598
8.068347393,99.59049757,76.67931739,7.450234442,7,1,4,4,1,2.030916659,2,2,1.69104955,2,120.8077312
9.90505142,54.95890498,52.6119142,5.580506558,4,1,3,3,0,4.167951524,1,3,1.68535681,4,103.5369385
4.126176769,70.07471579,92.85434309,4.278704268,0,1,3,2,1,7.168381377,4,5,0.156356889,5,99.25291253
3.720180858,90.00354843,92.16827323,7.049063808,7,0,4,2,0,3.948339659,4,1,0.760582015,2,112.0779902
7.764129607,60.20178173,52.77034329,5.20401908,8,0,3,5,1,6.876966945,1,3,0.709425797,2,92.32493347
3.408035403,77.75424747,93.0672627,5.93403621,9,0,2,2,0,5.131773557,4,2,4.943052524,1,114.6322622
9.307573256,86.6535648,99.73103714,4.402904061,1,1,2,4,0,2.343136992,2,2,0.110828779,5,125.2948223
8.584127518,80.79927251,87.77909649,4.735816255,8,0,4,2,0,5.067743713,2,1,0.835368282,2,120.5193536
4.289940274,59.40123673,89.14099434,5.489886177,7,0,3,5,0,4.541883304,4,1,4.870872543,3,103.29998
7.508710678,67.76922843,47.43061153,4.448797503,6,1,3,4,0,3.790489346,4,1,3.141282969,2,103.5915541
7.545428741,89.18958922,70.36916792,8.554131323,2,1,5,2,0,1.837413077,2,4,2.253335603,3,123.8184656
1.031238688,77.71132571,34.70791398,4.030235216,1,0,3,4,1,3.916960647,4,5,0.393804665,4,62.35460923
9.025529067,50.26148068,36.64425558,6.419301094,6,1,2,3,0,1.509336634,5,3,3.348305808,3,104.2851411
5.052523724,88.049538,99.92248284,4.616237291,4,0,1,3,0,1.69138336,3,2,0.689014938,3,105.9114552
8.264574661,51.76556775,52.86474746,5.538395447,5,1,1,3,1,3.911415731,5,2,3.355930611,1,105.309257
3.20049601,87.28668914,82.37287384,8.630297799,3,1,1,2,0,3.137670374,4,5,4.895882486,2,99.54053513
8.955232285,60.12402801,86.46655371,4.808472766,1,1,1,5,1,7.478810281,4,1,2.659863293,4,105.5089822
3.892016787,97.90367401,90.06162897,8.829161599,8,0,3,4,1,3.629940638,3,1,1.070423273,2,119.142615
0.108376515,68.39703757,99.83398082,5.028971885,2,0,3,1,0,6.305006855,4,2,3.126418754,3,73.66954117
9.053819764,66.34658082,46.90475397,7.707830542,6,0,5,3,0,4.711732685,3,5,2.564648439,3,106.2779315
0.912866768,57.44440252,32.82455788,6.733386324,7,1,3,3,1,5.92859968,2,2,2.665701318,2,52.99523831
3.193136376,65.28021077,58.78340626,8.422393638,1,1,1,1,0,2.820811881,3,1,2.390534731,4,70.89794806
9.500619671,93.83253809,39.10564689,6.769966278,5,1,4,1,1,7.59333481,3,3,3.368702871,4,105.0140336
9.506071469,99.81671688,31.56981224,6.672796096,10,1,4,2,0,4.710619478,5,1,2.859726812,1,118.1351322
5.734378881,68.41547653,55.2298779,4.977290002,7,0,2,4,1,6.819268499,4,3,4.934975387,3,107.2433041
6.318372122,72.43053155,84.86167758,4.83114681,6,0,2,3,0,3.555319854,2,4,4.129317105,3,116.6305072
4.48445522,86.10354691,69.63264839,8.582445756,10,0,3,5,0,1.701479443,1,5,1.323491889,1,106.1257176
2.932107717,94.30978902,51.89445924,5.639190994,2,1,4,2,1,5.715981534,3,4,3.62878261,2,75.80343725
3.286645454,79.65221671,75.80394038,5.860411275,0,1,1,2,1,1.054317538,1,1,1.071501747,3,73.08903645
6.725184561,69.57628491,46.24127262,7.799118292,5,0,1,5,1,4.327050836,4,5,3.91173204,2,98.24215953
7.523745294,70.63109204,31.00670123,5.694117412,7,1,1,5,1,2.349613319,3,1,0.7377882,4,90.89558536
7.915790437,84.78090732,83.50473705,8.760312233,5,0,3,5,0,5.391628531,1,5,2.367769168,5,127.2138702
7.896181428,50.16091318,73.66201594,7.689638845,4,1,3,1,1,7.855939112,5,5,3.953030992,1,112.333898
0.91206103,80.97946687,83.36118372,6.987146213,10,1,5,3,1,4.250820344,1,1,1.400563512,3,79.83315269
4.944203047,67.77465052,32.72566117,8.404475803,7,0,1,1,0,6.722487796,5,1,4.185595626,1,88.73601458
0.5755876,89.70986656,88.59837395,4.248029542,1,0,1,3,0,4.554489309,2,5,3.220753545,4,76.57942776
5.495288823,54.64953199,73.366834,5.285313461,0,1,3,1,1,4.470880218,4,5,1.987611646,4,89.46501045
4.415305014,79.41011335,69.43767455,6.325181671,0,0,3,4,0,7.512964452,1,1,2.117083547,4,61.3099503
8.877041828,74.04864449,73.72298337,5.134892697,3,0,5,3,1,7.229761081,3,1,4.62995767,4,115.559636
3.509150126,82.1162763,90.51032728,7.719525937,5,1,5,2,0,6.500603256,4,2,1.088955,5,95.25864505
1.170670164,53.24267972,71.08555546,8.596040155,8,1,2,3,1,3.073790273,1,2,3.466813076,2,69.75608867
1.429916821,78.99918937,70.66652659,6.1188506,0,1,4,3,0,4.81505891,3,2,3.536471029,2,73.44552351
7.615106317,78.0742294,99.34754099,5.710663001,0,0,1,3,1,2.567280633,3,4,4.612248466,5,116.0656603
6.182180633,78.03300472,82.97111169,8.807753661,4,1,1,4,1,4.107416886,3,5,3.565821344,2,108.7621829
1.011226761,80.17438333,60.96056638,6.224262164,9,1,5,1,0,4.38949146,3,3,2.92233709,4,82.3967039
0.841068061,83.82339686,79.51779,6.445242002,4,1,5,2,0,6.821480281,1,4,4.512612695,2,70.70858467
7.009691315,90.24944998,57.24613302,5.758249362,4,1,2,1,1,7.272198557,2,5,4.145660148,1,101.0646938
0.727630064,63.49103601,46.02128237,8.547742365,9,1,4,1,1,3.902340437,5,3,3.583882274,2,78.62549893
8.218600593,91.25247051,71.77963138,6.844777416,5,0,2,5,0,1.123931116,5,2,0.162891912,1,124.1996643
7.062422272,74.91278411,94.97274687,7.810872936,7,1,4,4,0,7.032416879,5,3,1.867602091,3,116.4046506
0.813487806,53.85291396,95.0397664,8.059033592,2,1,1,5,0,2.21995075,2,1,3.159448361,1,70.42681698
0.848377141,52.92754646,53.93336947,5.70924521,8,0,2,4,0,5.353173747,3,1,2.611252622,1,67.48395234
9.866395785,66.71191593,66.93742264,6.168471657,0,1,5,1,0,1.174796303,3,5,1.596591632,4,119.4903975
3.742707958,89.24484886,44.8145129,8.242358872,3,1,2,1,0,3.796545327,4,4,0.722119578,4,82.31352707
3.706421471,85.38404674,99.69417766,5.816276758,8,0,2,4,0,7.901722115,5,2,2.764982913,4,110.3756872
8.127995673,89.43074823,98.67825355,7.969675667,7,1,1,1,0,1.704855208,5,5,1.429587879,1,144.2885043
9.472485774,75.86345282,75.46562508,8.704961613,9,0,5,1,0,3.965852064,3,2,1.165002449,5,120.1479623
9.860010638,72.0099499,86.30898418,7.116051865,8,1,5,2,1,3.150049651,5,1,1.994791135,4,133.9929512
7.533781853,57.37262634,80.05701129,7.708136437,0,0,3,5,0,7.335616864,3,4,3.927457166,4,102.7724036
3.762595855,66.40963768,71.52107533,8.02548656,8,0,3,5,0,7.085380755,3,4,2.439267512,1,97.43570481
0.835007167,71.70096831,33.73435979,8.225198244,2,1,3,5,1,2.663891322,3,1,1.082461052,3,53.86638522
7.771469159,54.43002148,61.83350398,5.975266689,10,0,1,3,1,1.568314509,1,3,0.584515711,3,94.13797698
5.584042497,61.03059764,77.23504115,4.256317296,9,0,2,2,1,5.389968758,1,4,2.494936319,2,97.87329616
4.242220092,79.9112647,77.42721297,6.009381356,8,1,5,5,1,3.354580983,1,3,3.971831992,3,104.4192137
9.063543851,86.78315571,56.11858329,7.368781149,0,1,5,5,1,5.704590734,1,2,3.264090118,4,105.7013115
1.111974823,99.91737557,95.91843907,6.251751929,0,0,2,2,1,1.224838292,2,4,1.160744401,5,87.73352116
4.926251043,96.65566657,41.71499226,7.744815754,8,1,5,1,0,1.933794646,4,1,2.183532928,2,101.167924
0.113536448,82.12825998,65.02516124,5.784912147,10,0,2,5,1,5.804605629,4,3,4.276151817,5,86.35778533
4.68660642,71.06240266,78.36187836,7.173720706,5,0,1,1,1,2.486594587,3,2,0.888279539,5,90.16640221
0.563032757,81.80886824,78.79950641,4.932099024,3,1,1,5,1,7.00311373,5,2,2.660402853,4,79.12319255
1.188179163,89.2825809,75.40472697,7.746847183,6,1,1,4,0,1.410136214,1,4,1.781157544,1,78.83735463
1.175262468,55.91680955,49.27017494,6.728479844,4,0,2,3,1,2.508373879,4,4,0.620898774,1,67.10200524
6.492103021,70.49524448,40.93445981,5.020321943,9,1,2,5,0,7.989921739,4,5,0.249519605,1,98.81751808
7.460448793,91.99011428,74.51582288,5.459555867,6,1,4,4,1,4.031532718,1,5,2.779356923,3,118.0738351
5.833687651,69.1916476,71.95114813,7.743043543,7,0,5,2,1,5.920759645,2,4,0.103744369,1,91.48883308
9.621725485,78.59361356,42.55492072,6.413006178,7,0,5,4,0,2.278641342,2,5,0.517230583,4,112.5214304
3.748705795,79.38846804,79.35974019,5.080157202,0,0,4,2,0,5.269081145,4,1,1.737821406,3,86.45075589
2.857120863,59.22381266,61.86203942,8.836355952,7,0,4,5,1,6.082742479,2,1,0.217600927,1,70.36414065
8.685991282,68.11177208,76.74324141,7.575625099,5,0,1,2,0,3.201336451,1,5,2.002226132,5,112.2497493
2.235958385,66.72556444,88.61569558,8.785674163,3,0,4,4,0,6.802279784,4,4,0.651825121,4,78.06239218
9.632225394,51.30983543,41.88099,6.135525227,7,1,2,3,1,5.223923049,1,1,1.749365454,4,98.10868846
0.121544747,51.20958819,31.34014076,6.375501703,2,0,3,1,1,3.723861067,2,2,3.955798435,2,43.02637751
9.698788267,91.58485218,84.53718105,8.489776081,3,1,2,1,1,4.903496753,1,4,3.131821722,4,118.4729651
0.43159912,63.6535405,72.67881976,6.625246701,5,1,4,3,0,5.037325932,2,3,2.227005389,5,67.16684973
8.911431137,75.90393831,78.97476987,7.53639456,10,0,5,1,1,2.158747049,2,3,0.459166539,4,124.338336
5.277011091,64.93627868,88.67084825,5.260864387,6,1,2,5,1,3.819126589,1,4,3.095748297,2,104.7561093
9.929647961,97.03396226,86.19676544,6.233632344,3,0,5,5,0,3.404014116,2,5,0.818548263,4,137.6270297
